,movieId,title,genres,class
392,443,"Endless Summer 2, The (1994)",Adventure|Documentary,Средний рейтинг
393,444,Even Cowgirls Get the Blues (1993),Comedy|Romance,Средний рейтинг
394,445,Fatal Instinct (1993),Comedy,Средний рейтинг
395,446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,Средний рейтинг
396,447,"Favor, The (1994)",Comedy|Romance,Средний рейтинг
397,448,Fearless (1993),Drama,Средний рейтинг
398,449,Fear of a Black Hat (1994),Comedy,Средний рейтинг
399,450,With Honors (1994),Comedy|Drama,Средний рейтинг
400,451,Flesh and Bone (1993),Drama|Mystery|Romance,Средний рейтинг
401,452,Widows' Peak (1994),Drama,Средний рейтинг
402,453,For Love or Money (1993),Comedy|Romance,Средний рейтинг
403,454,"Firm, The (1993)",Drama|Thriller,Средний рейтинг
404,455,Free Willy (1993),Adventure|Children|Drama,Средний рейтинг
405,456,Fresh (1994),Crime|Drama|Thriller,Средний рейтинг
406,457,"Fugitive, The (1993)",Thriller,Средний рейтинг
407,458,Geronimo: An American Legend (1993),Drama|Western,Средний рейтинг
408,459,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller,Средний рейтинг
409,460,Getting Even with Dad (1994),Comedy,Средний рейтинг
410,461,Go Fish (1994),Drama|Romance,Средний рейтинг
411,463,Guilty as Sin (1993),Crime|Drama|Thriller,Средний рейтинг
412,464,Hard Target (1993),Action|Adventure|Crime|Thriller,Средний рейтинг
413,465,Heaven & Earth (1993),Action|Drama|War,Средний рейтинг
414,466,Hot Shots! Part Deux (1993),Action|Comedy|War,Средний рейтинг
415,467,Live Nude Girls (1995),Comedy,Средний рейтинг
416,468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance,Средний рейтинг
417,469,"House of the Spirits, The (1993)",Drama|Romance,Средний рейтинг
418,470,House Party 3 (1994),Comedy,Низкий рейтинг
419,471,"Hudsucker Proxy, The (1994)",Comedy,Средний рейтинг
420,472,I'll Do Anything (1994),Comedy|Drama,Средний рейтинг
421,473,In the Army Now (1994),Comedy|War,Низкий рейтинг
422,474,In the Line of Fire (1993),Action|Thriller,Средний рейтинг
423,475,In the Name of the Father (1993),Drama,Высокий рейтинг
424,476,"Inkwell, The (1994)",Comedy|Drama,Средний рейтинг
425,477,What's Love Got to Do with It? (1993),Drama|Musical,Средний рейтинг
426,479,Judgment Night (1993),Action|Crime|Thriller,Средний рейтинг
427,480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,Средний рейтинг
428,481,Kalifornia (1993),Drama|Thriller,Средний рейтинг
429,482,Killing Zoe (1994),Crime|Drama|Thriller,Средний рейтинг
430,483,King of the Hill (1993),Drama,Средний рейтинг
431,484,Lassie (1994),Adventure|Children,Средний рейтинг
432,485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,Средний рейтинг
433,486,Life with Mikey (1993),Comedy,Средний рейтинг
434,487,Lightning Jack (1994),Comedy|Western,Средний рейтинг
435,488,M. Butterfly (1993),Drama|Romance,Средний рейтинг
436,489,Made in America (1993),Comedy,Средний рейтинг
437,490,Malice (1993),Thriller,Средний рейтинг
438,491,"Man Without a Face, The (1993)",Drama,Средний рейтинг
439,492,Manhattan Murder Mystery (1993),Comedy|Mystery,Средний рейтинг
440,493,Menace II Society (1993),Action|Crime|Drama,Средний рейтинг
441,494,Executive Decision (1996),Action|Adventure|Thriller,Средний рейтинг
442,495,In the Realm of the Senses (Ai no corrida) (1976),Drama,Средний рейтинг
443,496,What Happened Was... (1994),Comedy|Drama|Romance|Thriller,Средний рейтинг
444,497,Much Ado About Nothing (1993),Comedy|Romance,Средний рейтинг
445,498,Mr. Jones (1993),Drama|Romance,Средний рейтинг
446,499,Mr. Wonderful (1993),Comedy|Romance,Средний рейтинг
447,500,Mrs. Doubtfire (1993),Comedy|Drama,Средний рейтинг
448,501,Naked (1993),Drama,Высокий рейтинг
449,502,"Next Karate Kid, The (1994)",Action|Children|Romance,Средний рейтинг
450,504,No Escape (1994),Action|Drama|Sci-Fi,Средний рейтинг
451,505,North (1994),Comedy,Средний рейтинг
452,506,Orlando (1992),Drama|Fantasy|Romance,Средний рейтинг
453,507,"Perfect World, A (1993)",Crime|Drama|Thriller,Средний рейтинг
454,508,Philadelphia (1993),Drama,Средний рейтинг
455,509,"Piano, The (1993)",Drama|Romance,Средний рейтинг
456,510,Poetic Justice (1993),Drama,Средний рейтинг
457,511,"Program, The (1993)",Action|Drama,Средний рейтинг
458,512,"Puppet Masters, The (1994)",Horror|Sci-Fi,Средний рейтинг
459,513,Radioland Murders (1994),Comedy|Mystery|Romance,Средний рейтинг
460,514,"Ref, The (1994)",Comedy,Средний рейтинг
461,515,"Remains of the Day, The (1993)",Drama|Romance,Высокий рейтинг
462,516,Renaissance Man (1994),Comedy|Drama,Средний рейтинг
463,517,Rising Sun (1993),Action|Drama|Mystery,Средний рейтинг
464,518,"Road to Wellville, The (1994)",Comedy,Средний рейтинг
465,519,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller,Средний рейтинг
466,520,Robin Hood: Men in Tights (1993),Comedy,Средний рейтинг
467,521,Romeo Is Bleeding (1993),Crime|Thriller,Средний рейтинг
468,522,Romper Stomper (1992),Action|Drama,Средний рейтинг
469,523,Ruby in Paradise (1993),Drama,Средний рейтинг
470,524,Rudy (1993),Drama,Средний рейтинг
471,526,"Savage Nights (Nuits fauves, Les) (1992)",Drama,Низкий рейтинг
472,527,Schindler's List (1993),Drama|War,Высокий рейтинг
473,528,"Scout, The (1994)",Comedy|Drama,Средний рейтинг
474,529,Searching for Bobby Fischer (1993),Drama,Средний рейтинг
475,531,"Secret Garden, The (1993)",Children|Drama,Средний рейтинг
476,532,Serial Mom (1994),Comedy|Crime|Horror,Средний рейтинг
477,533,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery,Средний рейтинг
478,534,Shadowlands (1993),Drama|Romance,Высокий рейтинг
479,535,Short Cuts (1993),Drama,Средний рейтинг
480,536,"Simple Twist of Fate, A (1994)",Drama,Средний рейтинг
481,537,Sirens (1994),Drama,Средний рейтинг
482,538,Six Degrees of Separation (1993),Drama,Средний рейтинг
483,539,Sleepless in Seattle (1993),Comedy|Drama|Romance,Средний рейтинг
484,540,Sliver (1993),Thriller,Средний рейтинг
485,541,Blade Runner (1982),Action|Sci-Fi|Thriller,Высокий рейтинг
486,542,Son in Law (1993),Comedy|Drama|Romance,Средний рейтинг
487,543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,Средний рейтинг
488,544,Striking Distance (1993),Action|Crime,Средний рейтинг
489,546,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,Низкий рейтинг
490,547,Surviving the Game (1994),Action|Adventure|Thriller,Средний рейтинг
491,548,Terminal Velocity (1994),Action|Mystery|Thriller,Средний рейтинг
492,549,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical,Высокий рейтинг
493,550,Threesome (1994),Comedy|Romance,Средний рейтинг
494,551,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,Средний рейтинг
495,552,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance,Средний рейтинг
496,553,Tombstone (1993),Action|Drama|Western,Средний рейтинг
497,554,Trial by Jury (1994),Crime|Drama|Thriller,Средний рейтинг
498,555,True Romance (1993),Crime|Thriller,Средний рейтинг
499,556,"War Room, The (1993)",Documentary,Средний рейтинг
500,558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy,Средний рейтинг
501,559,"Paris, France (1993)",Comedy,Высокий рейтинг
502,561,Killer (Bulletproof Heart) (1994),Drama|Thriller,Средний рейтинг
503,562,Welcome to the Dollhouse (1995),Comedy|Drama,Средний рейтинг
504,563,Germinal (1993),Drama|Romance,Средний рейтинг
505,564,Chasers (1994),Comedy,Средний рейтинг
506,565,Cronos (1993),Drama|Horror,Высокий рейтинг
507,567,Kika (1993),Comedy|Drama,Средний рейтинг
508,568,Bhaji on the Beach (1993),Comedy|Drama,Средний рейтинг
509,569,Little Big League (1994),Comedy|Drama,Средний рейтинг
510,571,"Wedding Gift, The (1994)",Drama|Romance,Средний рейтинг
511,573,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",Drama,Низкий рейтинг
512,574,Spanking the Monkey (1994),Comedy|Drama,Средний рейтинг
513,575,"Little Rascals, The (1994)",Children|Comedy,Средний рейтинг
514,577,Andre (1994),Adventure|Children|Drama,Низкий рейтинг
515,580,Princess Caraboo (1994),Drama,Средний рейтинг
516,581,"Celluloid Closet, The (1995)",Documentary,Высокий рейтинг
517,582,Métisse (Café au Lait) (1993),Comedy|Drama,Средний рейтинг
518,585,"Brady Bunch Movie, The (1995)",Comedy,Средний рейтинг
519,586,Home Alone (1990),Children|Comedy,Средний рейтинг
520,587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller,Средний рейтинг
521,588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,Средний рейтинг
522,589,Terminator 2: Judgment Day (1991),Action|Sci-Fi,Высокий рейтинг
523,590,Dances with Wolves (1990),Adventure|Drama|Western,Средний рейтинг
524,592,Batman (1989),Action|Crime|Thriller,Средний рейтинг
525,593,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller,Высокий рейтинг
526,594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,Средний рейтинг
527,595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,Средний рейтинг
528,596,Pinocchio (1940),Animation|Children|Fantasy|Musical,Средний рейтинг
529,597,Pretty Woman (1990),Comedy|Romance,Средний рейтинг
530,599,"Wild Bunch, The (1969)",Adventure|Western,Высокий рейтинг
531,600,Love and a .45 (1994),Action|Comedy|Crime,Средний рейтинг
532,603,"Bye Bye, Love (1995)",Comedy,Средний рейтинг
533,605,One Fine Day (1996),Drama|Romance,Средний рейтинг
534,606,Candyman: Farewell to the Flesh (1995),Fantasy|Horror,Средний рейтинг
535,608,Fargo (1996),Comedy|Crime|Drama|Thriller,Высокий рейтинг
536,609,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children,Средний рейтинг
537,610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi,Средний рейтинг
538,611,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi,Средний рейтинг
539,612,"Pallbearer, The (1996)",Comedy,Средний рейтинг
540,613,Jane Eyre (1996),Drama|Romance,Средний рейтинг
541,614,Loaded (1994),Drama|Thriller,Низкий рейтинг
542,615,Bread and Chocolate (Pane e cioccolata) (1973),Comedy|Drama,Средний рейтинг
543,616,"Aristocats, The (1970)",Animation|Children,Средний рейтинг
544,617,"Flower of My Secret, The (La flor de mi secreto) (1995)",Comedy|Drama,Низкий рейтинг
545,619,Ed (1996),Comedy,Средний рейтинг
546,620,Scream of Stone (Cerro Torre: Schrei aus Stein) (1991),Drama,Средний рейтинг
547,621,My Favorite Season (1993),Drama,Средний рейтинг
548,626,"Thin Line Between Love and Hate, A (1996)",Comedy,Низкий рейтинг
549,627,"Last Supper, The (1995)",Drama|Thriller,Средний рейтинг
550,628,Primal Fear (1996),Crime|Drama|Mystery|Thriller,Средний рейтинг
551,630,Carried Away (1996),Drama|Romance,Средний рейтинг
552,631,All Dogs Go to Heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance,Средний рейтинг
553,632,Land and Freedom (Tierra y libertad) (1995),Drama|War,Высокий рейтинг
554,633,Denise Calls Up (1995),Comedy,Средний рейтинг
555,635,"Family Thing, A (1996)",Comedy|Drama,Средний рейтинг
556,637,Sgt. Bilko (1996),Comedy,Средний рейтинг
557,638,Jack and Sarah (1995),Romance,Средний рейтинг
558,639,Girl 6 (1996),Comedy|Drama,Средний рейтинг
559,640,Diabolique (1996),Drama|Thriller,Средний рейтинг
560,647,Courage Under Fire (1996),Action|Crime|Drama|War,Средний рейтинг
561,648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,Средний рейтинг
562,650,Moll Flanders (1996),Drama,Средний рейтинг
563,651,"Superweib, Das (1996)",Comedy,Низкий рейтинг
564,653,Dragonheart (1996),Action|Adventure|Fantasy,Средний рейтинг
565,656,Eddie (1996),Comedy,Средний рейтинг
566,659,Purple Noon (Plein soleil) (1960),Crime|Drama|Thriller,Высокий рейтинг
567,661,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical,Средний рейтинг
568,662,Fear (1996),Thriller,Средний рейтинг
